cpgIsland	IwtAP2R4a	IwtAP6c	IWTAPB	IAP89	IAP89B	IAPA	log2FoldChange	pvalue	padj	DynamicallyDetected
chr4_145836641_145837464	78.94192225	37.91778447	76.57412386	37.70710771	29.35685216	32.82276865	-0.953282891	0.085479608	0.332831526	
chr6_23166213_23166478	117.5730757	83.87873535	75.20672879	69.86905252	35.22822259	39.89228805	-0.942188143	0.084722274	0.332831526	
chr6_51432616_51433450	0	3.447071316	0	9.981293218	8.317774778	5.554622387	2.657179906	0.084900721	0.332831526	
chr6_88627316_88627759	1.679615367	12.63926149	2.734790138	21.07161902	16.14626869	19.69366119	1.68600949	0.085689612	0.332831526	Yes
chr7_15957460_15957815	58.78653784	60.89825991	54.69580276	24.39871675	40.12103128	31.81283731	-0.844091992	0.08457873	0.332831526	
chr8_13287139_13288476	13.43692294	1.149023772	8.204370413	0	1.467842608	2.019862686	-2.57631548	0.085559786	0.332831526	
chr8_14894518_14894910	92.37884518	64.34533123	75.20672879	51.01549867	45.99240171	36.86249402	-0.794872926	0.08501519	0.332831526	
chr8_71375735_71376272	0	0	2.734790138	0	33.27109911	8.079450745	3.918549173	0.085260014	0.332831526	
chr10_81643291_81643935	36.95153807	1.149023772	0	0	1.957123477	1.009931343	-3.595272538	0.084942577	0.332831526	
chr10_127326332_127327247	5.038846101	3.447071316	6.836975344	16.6354887	11.25345999	13.63407313	1.438796206	0.084727512	0.332831526	
chr11_57836965_57837255	6.718461468	2.298047544	4.102185207	13.30839096	10.76417912	13.12910746	1.542675428	0.085278155	0.332831526	
chr11_104468799_104469547	28.55346124	4.596095088	0	0	2.446404346	0.504965672	-3.392831429	0.085172187	0.332831526	
chr13_55105183_55105715	1.679615367	28.7255943	0	0	1.467842608	0	-4.265091033	0.085198848	0.332831526	
chr14_87140956_87141361	33.59230734	0	0	1.10903258	0.489280869	0	-4.541792259	0.085083373	0.332831526	
chr16_18629481_18630133	0	0	0	31.05291223	0.489280869	0	5.361125481	0.085685205	0.332831526	
chr18_38239256_38239594	3.359230734	0	0	8.872260638	3.424966085	10.6042791	2.913978129	0.085252831	0.332831526	
chr19_36056601_36057781	1.679615367	9.192190175	8.204370413	26.61678191	20.54979651	11.10924477	1.566457379	0.085707451	0.332831526	Yes
chr9_123215689_123216077	3.359230734	1.149023772	1.367395069	5.545162899	11.25345999	6.56455373	2.063753153	0.085763093	0.3328319	
chr7_16771916_16772201	89.01961445	89.62385421	34.18487672	29.94387965	13.69986434	44.43697909	-1.27327668	0.086086545	0.333870922	
chr6_76497806_76498103	100.776922	85.02775912	125.8003463	79.85034574	46.97096345	42.41711641	-0.890983611	0.086321368	0.334423829	
chr6_149361515_149361900	85.66038371	68.94142631	68.36975344	22.1806516	45.01383997	47.9717388	-0.936807807	0.086452355	0.334423829	
chr17_23666650_23666884	62.14576858	45.96095088	95.71765482	16.6354887	40.61031215	36.86249402	-1.099499063	0.086364687	0.334423829	
chr19_47178603_47179636	3.359230734	2.298047544	0	7.763228058	7.828493908	8.584416416	2.12767252	0.086433341	0.334423829	
chr3_148817472_148817845	114.213845	43.66290333	75.20672879	33.27097739	39.63175041	42.92208208	-0.998597726	0.086721494	0.33524851	
chr1_165642347_165642678	28.55346124	2.298047544	0	0	0.489280869	2.019862686	-3.521205219	0.086782507	0.335268072	
chr17_25813481_25813760	1.679615367	2.298047544	1.367395069	6.654195479	3.914246954	13.12910746	2.139314619	0.086906252	0.335529807	
chr10_42478233_42478658	3.359230734	3.447071316	20.51092603	0	1.467842608	3.029794029	-2.509104483	0.087249153	0.336420159	
chr11_3192997_3193699	129.3303833	88.47483044	105.2894203	86.50454122	38.1639078	37.87242536	-1.002379585	0.087243685	0.336420159	
chr12_76152507_76152762	0	0	2.734790138	2.21806516	4.892808693	16.66386716	3.127114097	0.087583075	0.337490539	
chr1_181923509_181923713	105.8157681	90.77287798	87.51328441	76.523248	31.8032565	37.87242536	-0.972207328	0.088049164	0.338784124	
chr5_32133003_32133597	0	3.447071316	0	9.981293218	7.339213039	6.059588058	2.626920345	0.088088395	0.338784124	
chr13_66007607_66007843	3.359230734	8.043166403	13.67395069	8.872260638	44.03527824	25.24828358	1.639198409	0.088062716	0.338784124	
chr1_4689184_4689397	80.62153761	20.68242789	99.81984003	26.61678191	30.82469476	25.75324925	-1.268508707	0.088214573	0.339051778	
chr13_95374831_95375441	25.1942305	4.596095088	2.734790138	2.21806516	2.935685216	0	-2.665893674	0.088273142	0.339059403	
chr5_137432961_137433215	16.79615367	29.87461807	16.40874083	64.32388963	33.27109911	38.37739104	1.086879703	0.088533125	0.339661511	Yes
chr14_120830574_120830788	11.75730757	13.78828526	39.654457	9.981293218	2.446404346	9.089382088	-1.625631987	0.088543271	0.339661511	
chr8_36248079_36249336	0	1.149023772	1.367395069	19.96258644	1.467842608	2.019862686	3.121442487	0.088611571	0.339706036	
chr7_19822491_19822762	0	1.149023772	4.102185207	0	29.35685216	18.17876418	3.166528527	0.088814745	0.340267233	
chr2_32612300_32612626	92.37884518	42.51387956	49.22622248	31.05291223	28.37829042	34.33766566	-0.965722257	0.088896081	0.340303543	
chr14_21989043_21989725	0	3.447071316	0	7.763228058	5.871370431	9.594347759	2.626335932	0.088937808	0.340303543	
chr4_145640284_145641297	60.46615321	35.61973693	54.69580276	14.41742354	35.71750346	20.19862686	-1.079769509	0.089142895	0.340855993	
chr17_87694517_87694875	117.5730757	74.68654517	73.83933372	63.21485705	45.50312084	33.32773432	-0.911915225	0.089195961	0.340855993	
chr2_25557657_25558140	0	0	0	29.94387965	0	0.504965672	5.309973266	0.089599708	0.341196971	
chr4_143161707_143162392	33.59230734	0	2.734790138	0	0.489280869	2.524828358	-3.506226714	0.089626841	0.341196971	
chr13_113293112_113293574	0	3.447071316	1.367395069	5.545162899	2.446404346	22.72345522	2.607921893	0.089571425	0.341196971	
chr15_76034371_76035090	10.0776922	8.043166403	8.204370413	21.07161902	15.16770695	23.22842089	1.180649769	0.089585264	0.341196971	
chr15_82070004_82070309	53.74769174	24.12949921	20.51092603	5.545162899	17.61411129	14.64400447	-1.344544702	0.089456969	0.341196971	
chr18_76858630_76860510	1.679615367	4.596095088	4.102185207	3.327097739	19.57123477	16.15890149	1.905601026	0.089595172	0.341196971	Yes
chr8_25102848_25103169	47.02923027	56.30216482	94.35025975	24.39871675	42.56743563	32.82276865	-0.978279649	0.089869789	0.341254611	
chr9_79342325_79342842	80.62153761	57.4511886	56.06319782	43.25227061	36.20678433	30.80290596	-0.81989	0.089782876	0.341254611	
chr10_120105431_120105744	90.69922981	56.30216482	121.6981611	52.12453125	46.48168258	46.96180745	-0.884202625	0.089738943	0.341254611	
chr11_119034303_119034721	1.679615367	5.74511886	0	21.07161902	4.403527824	12.62414179	2.297484393	0.089835618	0.341254611	
chr5_125011311_125011579	0	12.63926149	0	27.72581449	18.10339216	30.29794029	2.54328378	0.089973828	0.341433298	Yes
chr11_69965385_69966864	3.359230734	2.298047544	1.367395069	7.763228058	9.785617386	7.069519401	1.83673559	0.090334778	0.342369378	
chr19_46961711_46962003	0	28.7255943	0	0	0	0	-6.328557177	0.090330129	0.342369378	
chr8_47392428_47392641	15.1165383	3.447071316	1.367395069	19.96258644	10.76417912	40.39725372	1.875375524	0.09059571	0.342491794	Yes
chr9_20521200_20521760	3.359230734	3.447071316	17.7761359	3.327097739	1.467842608	1.009931343	-2.169108004	0.090425073	0.342491794	
chr12_112890460_112890856	10.0776922	6.894142631	17.7761359	27.72581449	19.57123477	33.32773432	1.218476436	0.090547699	0.342491794	
chrX_105079623_105079843	1.679615367	0	0	35.48904255	0.489280869	0	4.587089758	0.090564446	0.342491794	
chr19_10525035_10525859	21.83499977	0	9.571765482	2.21806516	0.489280869	2.019862686	-2.754337771	0.090679567	0.342592665	
chr2_91264997_91265590	0	2.298047544	25.98050631	0	1.957123477	0.504965672	-3.430049929	0.090753049	0.342654234	
chr1_92934261_92934948	11.75730757	1.149023772	9.571765482	0	2.446404346	1.009931343	-2.57157202	0.091226633	0.344201335	
chr19_10456554_10457813	0	4.596095088	0	14.41742354	7.339213039	7.574485073	2.557704717	0.091277691	0.344201335	
chr8_122335818_122337183	1.679615367	3.447071316	0	5.545162899	7.339213039	11.61421045	2.226939459	0.091456145	0.344657371	
chr18_37486534_37487214	90.69922981	28.7255943	46.49143234	16.6354887	28.86757129	27.77311193	-1.160353885	0.091583475	0.344920291	
chr8_68880647_68880854	1.679615367	0	5.469580276	13.30839096	5.382089562	14.64400447	2.235821841	0.091656504	0.344978501	
chr4_63544771_63545365	3.359230734	16.08633281	2.734790138	2.21806516	0	1.514897015	-2.681876165	0.091975589	0.345095634	
chr6_85374017_85374652	5.038846101	5.74511886	2.734790138	9.981293218	10.76417912	17.6737985	1.512468562	0.091761105	0.345095634	
chr7_65156631_65156944	0	0	5.469580276	14.41742354	9.296336516	8.584416416	2.547562876	0.091863536	0.345095634	
chr8_120228798_120230336	1.679615367	9.192190175	0	23.28968417	9.785617386	16.66386716	2.137623453	0.091956835	0.345095634	
chr9_121704737_121705299	30.2330766	2.298047544	0	0	1.957123477	1.009931343	-3.359162663	0.091809096	0.345095634	
chr4_123917134_123918111	0	0	38.28706193	0	0.978561739	0	-5.063253647	0.092249129	0.345905372	
chr19_4099936_4101176	0	3.447071316	2.734790138	8.872260638	6.360651301	11.10924477	2.017285318	0.092380705	0.346182103	
chr2_74659608_74659905	5.038846101	1.149023772	6.836975344	43.25227061	2.935685216	12.11917612	2.16272859	0.092532077	0.346264589	
chr5_24601556_24602751	0	8.043166403	1.367395069	64.32388963	0.489280869	12.11917612	2.983692026	0.092581857	0.346264589	Yes
chr5_53998193_53999166	0	29.87461807	0	1.10903258	0.489280869	0	-4.391270524	0.092548928	0.346264589	
chr9_69289645_69291400	5.038846101	1.149023772	1.367395069	13.30839096	6.84993217	7.574485073	1.927308329	0.092744786	0.346264589	
chr10_60002780_60003293	0	12.63926149	15.04134576	0	1.957123477	0	-3.729037396	0.092707458	0.346264589	
chr11_3628951_3629564	0	3.447071316	1.367395069	5.545162899	4.403527824	16.15890149	2.364139222	0.092749443	0.346264589	
chr1_134987516_134988073	5.038846101	0	6.836975344	13.30839096	13.69986434	16.15890149	1.900395613	0.093048367	0.346403478	
chr2_57102335_57102849	0	3.447071316	5.469580276	4.436130319	18.59267303	15.14897015	2.075049042	0.093145641	0.346403478	
chr3_152346360_152346991	0	11.49023772	17.7761359	2.21806516	1.957123477	1.514897015	-2.390602862	0.093209069	0.346403478	
chr4_115737562_115738075	0	4.596095088	25.98050631	0	1.957123477	0	-3.874803808	0.093249134	0.346403478	
chr8_122870474_122870956	33.59230734	45.96095088	43.7566422	27.72581449	19.57123477	20.70359253	-0.877854914	0.093105215	0.346403478	
chr10_40141759_40142438	3.359230734	1.149023772	0	1.10903258	18.10339216	9.089382088	2.72862388	0.092933091	0.346403478	
chr14_67231826_67232086	3.359230734	0	0	2.21806516	5.382089562	18.17876418	3.083506798	0.092933937	0.346403478	
chr19_32387473_32389832	0	0	4.102185207	9.981293218	6.84993217	8.079450745	2.588997723	0.093143826	0.346403478	
chr10_79777133_79777458	0	3.447071316	2.734790138	5.545162899	14.18914521	7.574485073	2.08900646	0.093815668	0.347642118	
chr18_38268911_38269114	18.47576904	13.78828526	1.367395069	41.03420545	25.4426052	31.81283731	1.552480446	0.093662338	0.347642118	
chr19_11878337_11878649	99.09730665	62.04728368	38.28706193	22.1806516	41.58887389	31.30787163	-1.054930559	0.093854307	0.347642118	
chr19_37687046_37687836	5.038846101	5.74511886	5.469580276	15.52645612	10.27489825	16.15890149	1.356611276	0.093872655	0.347642118	
chrX_38121101_38121770	146.1265369	48.25899842	27.34790138	37.70710771	24.46404346	25.24828358	-1.34374189	0.093849475	0.347642118	
chr2_118549448_118549699	50.38846101	0	0	0	1.467842608	0	-5.001527023	0.094219835	0.348497068	
chr11_5151984_5152559	5.038846101	2.298047544	4.102185207	8.872260638	13.21058347	10.6042791	1.556325343	0.094197263	0.348497068	
chr9_37384547_37384857	5.038846101	8.043166403	19.14353096	24.39871675	24.95332433	28.78304328	1.270151501	0.094307644	0.348606666	
chr9_119609880_119610090	122.6119218	93.07092553	56.06319782	55.45162899	47.46024432	44.94194477	-0.879026892	0.094588547	0.349429454	
chr2_52424258_52424483	0	27.57657053	0	0	0	0	-6.269777713	0.095282775	0.350266496	
chr2_120027420_120027622	0	27.57657053	0	0	0	0	-6.269777713	0.095282775	0.350266496	
chr3_119782567_119783431	0	27.57657053	0	0	0	0	-6.269777713	0.095282775	0.350266496	
chr4_34716323_34716575	139.4080755	74.68654517	118.963371	85.39550864	39.63175041	44.94194477	-0.978479139	0.095027988	0.350266496	
chr5_115506563_115507056	0	27.57657053	0	0	0	0	-6.269777713	0.095282775	0.350266496	
chr9_50775208_50775874	18.47576904	8.043166403	1.367395069	0	2.935685216	0	-3.145877879	0.094896451	0.350266496	
chr11_102026466_102026950	0	27.57657053	0	0	0	0	-6.269777713	0.095282775	0.350266496	
chr15_93336072_93337374	5.038846101	2.298047544	24.61311124	0	3.424966085	0	-3.137604759	0.095007903	0.350266496	
chr18_34776911_34777725	0	3.447071316	28.71529645	0	0	2.019862686	-3.913654606	0.095583156	0.351155285	
chr4_137913447_137913936	1.679615367	0	8.204370413	9.981293218	21.52835825	12.11917612	2.157524952	0.095897584	0.351624908	
chr5_100820543_100821046	0	5.74511886	20.51092603	0	0.978561739	2.019862686	-3.044575367	0.096627111	0.351624908	
chr5_122988148_122988642	0	2.298047544	0	24.39871675	1.467842608	1.514897015	3.437650766	0.095838516	0.351624908	
chr6_134926880_134927491	0	26.42754675	0	1.10903258	0.489280869	0.504965672	-3.72316338	0.096746929	0.351624908	
chr8_40898981_40899274	75.58269151	67.79240254	83.4110992	48.79743351	45.50312084	45.95187611	-0.69430664	0.096642708	0.351624908	Yes
chr8_46294425_46294897	15.1165383	8.043166403	1.367395069	2.21806516	0.489280869	2.524828358	-2.248351302	0.096506722	0.351624908	
chr8_47193246_47193548	95.73807592	109.1572583	99.81984003	82.0684109	47.46024432	44.43697909	-0.8214446	0.096985485	0.351624908	
chr10_81194489_81194691	0	0	4.102185207	21.07161902	3.914246954	5.049656715	2.844904565	0.096795722	0.351624908	
chr11_69235602_69236622	0	6.894142631	0	17.74452128	9.785617386	12.62414179	2.456964459	0.096298913	0.351624908	
chr12_112828852_112829747	5.038846101	19.53340412	0	2.21806516	0.489280869	1.009931343	-2.820950547	0.096840346	0.351624908	
chr14_44989052_44989670	1.679615367	5.74511886	2.734790138	7.763228058	12.23202173	12.62414179	1.64863464	0.096674364	0.351624908	
chr15_25364175_25364865	47.02923027	49.40802219	67.00235838	36.59807513	31.31397563	17.6737985	-0.946151159	0.095779912	0.351624908	
chr15_79883409_79883635	0	0	0	25.50774933	0.978561739	0	5.107322165	0.096150424	0.351624908	
chr15_103014200_103015327	0	3.447071316	1.367395069	11.0903258	5.871370431	6.56455373	2.175970332	0.096116584	0.351624908	
chr16_21794116_21794707	5.038846101	18.38438035	0	0	0.978561739	1.514897015	-3.141642136	0.096390408	0.351624908	
chr17_12741440_12742489	41.99038417	24.12949921	54.69580276	13.30839096	24.95332433	18.68372985	-1.066025297	0.09698733	0.351624908	
chr17_26932925_26933471	0	5.74511886	0	23.28968417	16.14626869	2.524828358	2.785631125	0.0968228	0.351624908	
chr17_27472907_27473150	89.01961445	65.494355	86.14588934	57.66969415	45.99240171	35.85256268	-0.792895384	0.096956506	0.351624908	
chr17_45805324_45806022	11.75730757	9.192190175	8.204370413	16.6354887	20.54979651	25.75324925	1.12951333	0.097001998	0.351624908	
chr18_36960437_36960908	77.26230688	51.70606974	92.98286468	46.57936835	38.1639078	40.90221939	-0.822349289	0.096008133	0.351624908	
chr18_64428366_64428695	94.05846055	54.00411728	56.06319782	27.72581449	41.58887389	39.89228805	-0.887713801	0.096822106	0.351624908	
chr19_46654118_46654424	0	13.78828526	20.51092603	36.59807513	35.22822259	46.45684178	1.769977953	0.096641338	0.351624908	
chr18_80200324_80200744	1.679615367	3.447071316	1.367395069	3.327097739	6.84993217	17.6737985	2.091254872	0.09720605	0.352151542	
chr5_26070670_26071016	25.1942305	33.32168939	109.3916055	12.19935838	21.03907738	30.80290596	-1.380803073	0.097722743	0.35380947	
chr7_12928092_12928689	0	0	5.469580276	18.85355386	13.69986434	3.534759701	2.706473383	0.098162012	0.354298431	
chr9_4977625_4977851	36.95153807	72.38849763	61.5327781	32.16194481	34.73894172	12.62414179	-1.114483285	0.09817875	0.354298431	
chr9_62536503_62537148	0	0	1.367395069	33.27097739	0	0.504965672	4.495330953	0.098157069	0.354298431	
chr14_46881984_46885050	3.359230734	1.149023772	2.734790138	13.30839096	4.403527824	9.089382088	1.905078446	0.098271694	0.354298431	
chr17_34978286_34978573	100.776922	87.32580667	116.2285809	82.0684109	44.5245591	40.39725372	-0.877506702	0.09815231	0.354298431	
chr19_16872320_16874653	3.359230734	2.298047544	1.367395069	6.654195479	6.360651301	11.61421045	1.842684272	0.098241176	0.354298431	
chrX_169984924_169985180	107.4953835	94.2199493	112.1263956	86.50454122	43.54599737	37.87242536	-0.914572723	0.097973478	0.354298431	
chr5_76857300_76858505	55.42730711	67.79240254	46.49143234	7.763228058	33.76037998	31.30787163	-1.200958646	0.099056976	0.356914852	
chr1_19209755_19210067	0	0	4.102185207	4.436130319	5.382089562	18.17876418	2.773263191	0.099169672	0.357049577	
chr12_56692444_56692694	20.1553844	57.4511886	46.49143234	2.21806516	22.01763912	17.16883283	-1.561900553	0.09927313	0.357049577	
chrX_169986832_169987780	102.4565374	45.96095088	75.20672879	53.23356383	30.3354139	29.79297462	-0.987323794	0.099215347	0.357049577	
chr10_81363994_81364952	3.359230734	1.149023772	12.30655562	7.763228058	23.97476259	27.77311193	1.839881904	0.099417585	0.35735463	
chr17_9669331_9669561	85.66038371	52.85509351	114.8611858	48.79743351	45.50312084	44.94194477	-0.862782873	0.099487437	0.35739132	
chr15_11903851_11905677	0	2.298047544	2.734790138	4.436130319	5.382089562	14.64400447	2.23696412	0.099589873	0.35754495	
chr18_78048425_78048877	0	4.596095088	1.367395069	1.10903258	22.50691999	13.12910746	2.572604026	0.099729412	0.357831518	
chr15_89128456_89128782	3.359230734	0	21.8783211	0	0.978561739	1.514897015	-3.243959518	0.099864113	0.358100398	
chr5_151368422_151369010	0	28.7255943	0	0	0.489280869	1.009931343	-4.16701372	0.100078304	0.358302597	
chr11_80209067_80209554	20.1553844	4.596095088	0	2.21806516	0.489280869	1.009931343	-2.800944805	0.100099891	0.358302597	
chrX_12152543_12152829	3.359230734	24.12949921	0	76.523248	25.4426052	27.26814626	2.207759512	0.100065843	0.358302597	
chr7_97325217_97326011	11.75730757	10.34121395	6.836975344	11.0903258	34.73894172	24.74331791	1.307110662	0.100328987	0.358908231	Yes
chr10_42761467_42762322	30.2330766	0	2.734790138	0	1.957123477	0	-3.97879112	0.100412484	0.358992603	
chr13_117220564_117221184	0	0	4.102185207	1.10903258	25.4426052	8.079450745	3.081778248	0.100797068	0.359938041	
chr15_36210420_36210805	0	4.596095088	0	21.07161902	3.424966085	8.079450745	2.717557103	0.100755118	0.359938041	
chr10_42582007_42584739	18.47576904	5.74511886	1.367395069	3.327097739	0.978561739	1.514897015	-2.193578253	0.100876622	0.360007576	
chr2_87526007_87526220	41.99038417	44.8119271	28.71529645	23.28968417	22.50691999	16.15890149	-0.907034763	0.101255344	0.361062129	
chr14_75130970_75131209	5.038846101	0	0	19.96258644	5.382089562	6.059588058	2.731998044	0.101321131	0.361062129	
chr15_81872316_81872762	13.43692294	0	15.04134576	0	1.467842608	2.019862686	-2.935894813	0.101352887	0.361062129	
chr4_34882326_34883150	28.55346124	1.149023772	1.367395069	0	2.446404346	1.514897015	-2.873375453	0.101485941	0.361321307	
chr15_76607300_76607694	0	2.298047544	0	19.96258644	1.957123477	2.019862686	3.233816193	0.101633672	0.361577718	
chrX_8892321_8892932	0	0	4.102185207	1.10903258	30.82469476	5.049656715	3.175434628	0.101678647	0.361577718	
chr5_143253002_143255255	31.91269197	29.87461807	23.24571617	14.41742354	7.828493908	18.17876418	-1.076775861	0.102192709	0.362759902	
chr8_119992170_119992439	1.679615367	0	5.469580276	24.39871675	4.403527824	7.574485073	2.343969875	0.102141979	0.362759902	
chr16_38712700_38713353	0	2.298047544	30.08269152	0	0	2.019862686	-3.92584379	0.102146559	0.362759902	
chr4_155150506_155151103	0	3.447071316	2.734790138	7.763228058	6.84993217	10.6042791	1.958182189	0.10243763	0.362769668	
chr9_53771611_53772123	1.679615367	4.596095088	0	9.981293218	3.914246954	16.66386716	2.238552297	0.102308861	0.362769668	
chr9_107193526_107193906	124.2915372	71.23947386	67.00235838	53.23356383	46.97096345	12.11917612	-1.230324792	0.102346494	0.362769668	
chr12_65225693_65226020	124.2915372	89.62385421	80.67630906	77.63228058	44.03527824	37.87242536	-0.89419852	0.10238844	0.362769668	
chr2_9877287_9877685	1.679615367	8.043166403	0	16.6354887	9.296336516	15.65393582	2.039832215	0.102570283	0.362990347	
chr7_126776761_126777275	0	0	1.367395069	25.50774933	0	2.019862686	4.196873194	0.102621103	0.362990347	
chrX_36644909_36645291	48.70884564	0	20.51092603	3.327097739	4.892808693	0	-3.076675363	0.102697761	0.363047187	
chr4_117019269_117019674	16.79615367	10.34121395	0	0	1.957123477	0	-3.693216383	0.102779796	0.363122957	
chr10_71381426_71381799	122.6119218	79.28264026	112.1263956	82.0684109	45.50312084	47.46677312	-0.851118086	0.102852734	0.36316652	
chr10_91101978_91102217	144.4469216	108.0082346	127.1677414	106.4671277	47.46024432	45.95187611	-0.935346456	0.102937608	0.363252147	
chr1_159231781_159232536	0	1.149023772	0	23.28968417	2.935685216	0	4.126713256	0.103009107	0.363270419	
chr6_52310426_52310794	1.679615367	3.447071316	4.102185207	9.981293218	7.339213039	11.61421045	1.619529297	0.103124663	0.363270419	
chr9_99575729_99576200	1.679615367	0	1.367395069	18.85355386	0.489280869	5.049656715	3.042366565	0.1031235	0.363270419	
chr5_24907876_24909063	0	0	0	26.61678191	0.489280869	0	5.141313195	0.103530104	0.364270335	
chr8_119870213_119870676	33.59230734	79.28264026	56.06319782	19.96258644	39.63175041	21.71352388	-1.051605212	0.103499004	0.364270335	
chr11_76945520_76946099	5.038846101	18.38438035	0	2.21806516	0.978561739	0.504965672	-2.758286368	0.103796551	0.3646584	
chr11_119524577_119524897	3.359230734	14.93730903	5.469580276	42.14323803	9.296336516	23.22842089	1.610151208	0.103822969	0.3646584	
chr16_30008860_30009249	0	0	0	51.01549867	0	0	6.059983619	0.103781046	0.3646584	
chr4_130006650_130006973	6.718461468	1.149023772	2.734790138	3.327097739	13.69986434	22.21848955	1.95603742	0.103979442	0.364994033	
chr2_38354449_38354890	6.718461468	73.5375214	27.34790138	2.21806516	11.25345999	16.66386716	-1.819938534	0.104182774	0.365493667	
chr4_141478340_141479142	18.47576904	18.38438035	4.102185207	42.14323803	22.01763912	36.86249402	1.298945276	0.104290082	0.365656038	Yes
chr2_158409629_158410484	21.83499977	0	5.469580276	0	0.978561739	2.019862686	-3.085616936	0.104642567	0.366248985	
chr11_44620335_44620646	8.398076835	12.63926149	0	32.16194481	19.0819539	22.21848955	1.790604321	0.104537695	0.366248985	
chrX_157568851_157569111	129.3303833	65.494355	123.0655562	83.17744348	39.63175041	33.83269999	-1.030125639	0.104594979	0.366248985	
chr7_127717034_127717466	3.359230734	3.447071316	0	6.654195479	7.339213039	13.12910746	2.006348691	0.104776819	0.366504786	
chr9_21149705_21150057	0	0	25.98050631	0	0	0	-6.180080488	0.104926708	0.366779604	
chr11_115707906_115708259	1.679615367	0	0	19.96258644	0	4.544691044	4.029309041	0.104977807	0.366779604	
chr10_39731123_39733134	1.679615367	0	27.34790138	1.10903258	1.957123477	0.504965672	-3.016348882	0.105747768	0.369254444	
chr1_186967389_186968306	58.78653784	72.38849763	50.59361755	41.03420545	31.31397563	35.34759701	-0.764920522	0.105892487	0.369544429	
chr10_61625499_61626247	0	4.596095088	0	9.981293218	3.914246954	15.65393582	2.587637527	0.10625748	0.370067701	
chr12_56691494_56691803	0	3.447071316	9.571765482	16.6354887	14.67842608	14.1390388	1.774753505	0.106202618	0.370067701	
chr17_35469967_35470988	0	8.043166403	4.102185207	13.30839096	15.16770695	13.63407313	1.735272087	0.106217829	0.370067701	
chrX_94177980_94178252	0	0	0	49.90646609	0	0	6.028206281	0.106289471	0.370067701	
chr4_49596861_49597835	0	1.149023772	8.204370413	24.39871675	5.382089562	14.1390388	2.204672198	0.106357188	0.370088425	
chr6_118593661_118593973	3.359230734	28.7255943	5.469580276	54.34259641	26.91044781	33.32773432	1.578090636	0.106480573	0.370302725	
chr17_44776990_44777627	0	0	27.34790138	1.10903258	0.489280869	0	-4.254539974	0.10700037	0.371678965	
chr18_9212147_9214929	0	4.596095088	1.367395069	4.436130319	11.25345999	11.61421045	2.125625325	0.106966911	0.371678965	
chr2_150525839_150526229	0	2.298047544	8.204370413	5.545162899	22.50691999	15.65393582	2.04776858	0.107146788	0.371971932	
chr8_90907807_90909447	1.679615367	10.34121395	0	33.27097739	7.339213039	16.15890149	2.187977964	0.107364473	0.372511824	
chr1_75124739_75125149	25.1942305	2.298047544	4.102185207	0	0	3.534759701	-3.075343301	0.107545733	0.372924786	
chr3_5575795_5576577	0	0	45.12403727	2.21806516	1.467842608	0.504965672	-3.463462139	0.107897777	0.373712994	
chr11_50230966_50231322	23.51461514	14.93730903	6.836975344	21.07161902	37.18534607	44.43697909	1.202313105	0.107870827	0.373712994	Yes
chr9_122747129_122747451	1.679615367	12.63926149	0	6.654195479	32.78181824	29.28800895	2.233681228	0.108043564	0.374001752	
chr11_106320664_106320866	110.8546142	52.85509351	99.81984003	62.10582447	43.54599737	33.83269999	-0.922738246	0.108735955	0.376181204	
chr15_84987556_84987785	0	0	0	25.50774933	0	0.504965672	5.081586915	0.108898764	0.376527061	
chr13_21402452_21402738	0	0	27.34790138	0	0.978561739	0.504965672	-4.098982837	0.109036172	0.376784743	
chr2_60383073_60383381	0	1.149023772	6.836975344	7.763228058	20.06051564	7.574485073	2.13755213	0.109375977	0.377741127	
chr6_87810995_87812372	1.679615367	1.149023772	2.734790138	4.436130319	6.84993217	9.594347759	1.939851133	0.109611028	0.377848566	
chr9_102717597_102718950	18.47576904	0	6.836975344	1.10903258	0.978561739	2.019862686	-2.586734163	0.109722381	0.377848566	
chr17_32392410_32392670	1.679615367	1.149023772	6.836975344	12.19935838	6.84993217	14.1390388	1.777449693	0.109623809	0.377848566	
chr19_29521968_29523214	3.359230734	3.447071316	16.40874083	1.10903258	2.935685216	1.514897015	-2.018460994	0.109670425	0.377848566	
chr19_43599731_43600069	0	4.596095088	1.367395069	16.6354887	4.892808693	7.069519401	2.15589318	0.109488525	0.377848566	
chr9_24695948_24696360	0	4.596095088	0	8.872260638	9.785617386	7.574485073	2.406343091	0.109864233	0.378119749	
chr16_18976402_18976773	30.2330766	54.00411728	13.67395069	11.0903258	10.76417912	19.18869552	-1.251608199	0.109973272	0.378277752	
chr2_155941843_155942331	18.47576904	18.38438035	4.102185207	51.01549867	26.42116694	24.74331791	1.310985526	0.110258645	0.378594997	Yes
chr4_123282607_123283763	8.398076835	2.298047544	12.30655562	3.327097739	0.978561739	2.019862686	-1.921510297	0.110224721	0.378594997	
chr8_105613932_105614532	1.679615367	10.34121395	4.102185207	26.61678191	10.27489825	13.63407313	1.587575374	0.110306957	0.378594997	Yes
chr10_12922723_12923133	0	0	32.81748165	0	0.978561739	1.009931343	-3.966969778	0.110318235	0.378594997	
chr11_52314224_52314447	58.78653784	28.7255943	39.654457	28.83484707	16.14626869	20.19862686	-0.972505826	0.110399427	0.378656762	
